,NID,Quarter,Herd,Lact,M_Sys,HWI,ABV_M_Resist,PI-M,Gest,DIM,AbCode,DCC,Ab_RxStat,TBred,Lact_xLame,Life_xLame,Lact_xMetabolic,Life_xMetabolic,Lact_xmast,Lact_qxmast,Life_xmast,TLSCC,TL150SCC,TL200SCC,TL_mean_logSCC,TL_sd_logSCC,LIFESCC,LIFE150SCC,LIFE200SCC,Outcome_Mean_logSCC_next_lact,Outcome_Std_logSCC_next_lact,Outcome_Count_logSCC_next_lact,Outcome_Next_Lact_max_xmast,Outcome_failure_T,Outcome_failure_D,Outcome_Lact_mast_reoccur,Outcome_Recurred,Pregnant,Outcome_Sold,Outcome_num_tests_30to60,Outcome_num_tests_30to60_SCC<200,Outcome_num_tests_60to90,Outcome_num_tests_60to90_SCC<200,Outcome_num_tests_after90,Outcome_num_tests_after90_SCC<200,Outcome_num_tests_30to100,Outcome_30to100_mean_logSCC,Outcome_30to100_sd_mean_logSCC,Outcome_num_tests_30to150,Outcome_30to150_mean_logSCC,Outcome_30to150_sd_mean_logSCC,DSLB,Outcome_Failure,pre_num_tests_0to30,pre_num_tests_0to30_max,pre_num_tests_0to30_logmean,pre_num_tests_0to30_SCC>150,pre_num_tests_0to30_SCC>200,pre_num_tests_0to30_SCC>1000,pre_num_tests_31to60,pre_num_tests_31to60_max,pre_num_tests_31to60_logmean,pre_num_tests_31to60_SCC>150,pre_num_tests_31to60_SCC>200,pre_num_tests_31to60_SCC>1000,pre_num_tests_61to90,pre_num_tests_61to90_max,pre_num_tests_61to90_logmean,pre_num_tests_61to90_SCC>150,pre_num_tests_61to90_SCC>200,pre_num_tests_61to90_SCC>1000,pre_num_tests_g90,pre_num_tests_g90_max,pre_num_tests_g90_logmean,pre_num_tests_g90_SCC>150,pre_num_tests_g90_SCC>200,pre_num_tests_g90_SCC>1000,prelact_SCC_count,prelact_SCC_max,prelact_logSCC_mean,prelact_SCC>150,prelact_SCC>200,prelact_SCC>1000,Rx_Year,Rx_Month,Prev_AllRxCodes,Outcome_Sold100,Outcome_Rec100,Outcome_Shortloss,Outcome_Longloss,pre_herd_mast_percent,pre_herd_fresh_mast_percent,pre_herd_greater14day_mast_percent,pre_herd_SCC_percent_g150,pre_herd_SCC__DIM_less31_percent_g150,pre_herd_SCC__DIM_more30_percent_g150,pre_herd_SCC_percent_g200,pre_herd_SCC__DIM_less31_percent_g200,pre_herd_SCC__DIM_more30_percent_g200
1997,Y10890453,300,2G0064V,1,,,,0,,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,3,58491,,,,,3.206997084548105,11.666666666666666,2.3961661341853033,,,,,,
1998,Y10890465,99,2G0064V,3,,,,0,262.0,294,0,214.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,1.0,0.0,0.0,4.919980925828125,99.0,2.0,0.0,0.0,,,,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,137.0,4.919980925828125,0.0,0.0,0.0,1.0,93.0,4.532599493153256,0.0,0.0,0.0,2012,6,9999999,0,0.0,0.0,0.0,2.1929824561403506,,2.1929824561403506,,,,,,
1999,Y10890466,22,2G0064V,3,,,,0,265.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,2.0,0.0,0.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,139.0,4.865132239363716,0.0,0.0,0.0,2012,9,9999999,0,0.0,0.0,0.0,0.3865979381443299,0.7751937984496124,0.3091190108191654,,,,,,
2000,Y11890003,12,2G0064V,6,,,,0,276.0,142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,6.0,1.0,1.0,,,,,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,496.0,4.866584840275291,1.0,1.0,0.0,2021,8,9999999,0,1.0,,0.0,4.241435562805873,5.47945205479452,4.074074074074074,,,,,,
2001,Y11890003,12,2G0064V,6,,,,0,276.0,228,0,11.0,0,0.0,0.0,0.0,0.0,0.0,2,2,2,,,,,,6.0,1.0,1.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,496.0,4.866584840275291,1.0,1.0,0.0,2021,11,49851,0,0.0,0.0,0.0,5.19159456118665,,5.19159456118665,,,,,,
2006,Y11890033,21,2G0064V,2,,,,61,283.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,0.0,0.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,,,,1.0,3.828641396489095,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,44.0,3.784189633918261,0.0,0.0,0.0,2015,4,9999999,0,0.0,0.0,0.0,2.5,8.695652173913043,1.9976498237367801,36.09958506224066,60.0,35.59322033898305,29.045643153526974,60.0,28.389830508474578
2007,Y11890038,12,2G0064V,2,,,,111,,189,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,4,9999999,,,,,2.481121898597627,8.064516129032258,2.0809248554913293,36.09958506224066,60.0,35.59322033898305,29.045643153526974,60.0,28.389830508474578
2008,Y11890069,21,2G0064V,2,,,,91,283.0,110,0,27.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,0.0,0.0,4.6443908991413725,99.0,1.0,0.0,0.0,3.77847528600645,0.972176835151545,2.0,0,1,0,1,1,1,0,1.0,1.0,0.0,0.0,1.0,1.0,1,4.007333185232471,99.0,2.0,3.6873145076094724,0.45257475410714765,,1,,,,,,,,,,,,,1.0,104.0,4.6443908991413725,0.0,0.0,0.0,,,,,,,,,,,,,2015,1,9999999,0,1.0,0.0,0.0,1.1293634496919918,0.0,1.1363636363636365,,,,,,
2009,Y11890069,21,2G0064V,2,,,,91,283.0,124,0,41.0,0,0.0,0.0,0.0,0.0,0.0,2,2,2,1.0,0.0,0.0,4.6443908991413725,99.0,1.0,0.0,0.0,3.77847528600645,0.972176835151545,2.0,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,2,3.6873145076094724,0.45257475410714765,2.0,3.6873145076094724,0.45257475410714765,,0,,,,,,,,,,,,,1.0,104.0,4.6443908991413725,0.0,0.0,0.0,,,,,,,,,,,,,2015,1,47115,0,0.0,0.0,0.0,2.2540983606557377,0.0,2.2587268993839835,39.73063973063973,50.0,39.59044368600683,32.996632996633,50.0,32.76450511945392
2012,Y11890213,12,2G0064V,2,,,,142,279.0,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,0.0,0.0,,,,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,2.0,2.0,1,3.8066624897703196,99.0,2.0,4.08805517111867,0.3979493463153689,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,21.0,3.044522437723423,0.0,0.0,0.0,2015,8,9999999,0,0.0,0.0,0.0,2.8735632183908044,4.597701149425287,2.528735632183908,,,,,,
2013,Y11890234,22,2G0064V,4,,,,0,1412.0,495,0,402.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,8.0,2.0,1.0,,,,,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1012.0,4.414844882566303,2.0,1.0,1.0,2021,8,9999999,0,0.0,0.0,0.0,2.9508196721311477,5.063291139240507,2.6365348399246704,,,,,,
2017,Y11890294,22,2G0064V,5,,,,0,283.0,35,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,3.0,0.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,68.0,3.690230877556617,0.0,0.0,0.0,2017,9,9999999,0,0.0,0.0,0.0,0.2583979328165375,0.0,0.273972602739726,,,,,,
2020,Y12890053,21,2G0064V,1,,,,95,,269,0,190.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,2.0,0.0,0.0,3.824846311855757,0.381128080703903,2.0,0.0,0.0,4.555315263913585,2.136583704734105,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,1.0,35.0,3.5553480614894135,0.0,0.0,0.0,,,,,,,1.0,60.0,4.0943445622221,0.0,0.0,0.0,,,,,,,,,,,,,2015,5,9999999,0,0.0,0.0,0.0,3.1903190319031904,20.0,2.9082774049217,39.27576601671309,43.75,38.387096774193544,32.03342618384401,37.5,30.967741935483872
2021,Y12890081,22,2G0064V,5,,,,0,1342.0,99,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,6.0,1.0,1.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,740.0,3.907506858272582,1.0,1.0,0.0,2021,12,9999999,0,0.0,0.0,0.0,4.202719406674907,,4.202719406674907,,,,,,
2022,Y12890100,21,2G0064V,1,,,,93,,318,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,3.0,0.0,0.0,4.411629985131655,0.2579891550053441,3.0,0.0,0.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,,,,1.0,4.382026634673881,99.0,,0,,,,,,,1.0,111.0,4.709530201312334,0.0,0.0,0.0,,,,,,,2.0,71.0,4.2626798770413155,0.0,0.0,0.0,,,,,,,2015,6,9999999,0,0.0,0.0,0.0,1.338199513381995,0.0,1.3398294762484775,44.11764705882353,33.33333333333333,44.51219512195122,34.705882352941174,33.33333333333333,34.756097560975604
2023,Y12890116,22,2G0064V,2,,,,0,272.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,5.3045780068248725,0.27236369893830886,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,3,9999999,0,0.0,0.0,0.0,1.7647058823529411,6.896551724137931,1.5360983102918586,,,,,,
2026,Y12890168,11,2G0064V,4,,,,0,281.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,0.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,1,3.912023005428146,99.0,1.0,3.912023005428146,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,74.0,4.30406509320417,0.0,0.0,0.0,2015,4,9999999,0,0.0,0.0,0.0,2.481121898597627,8.064516129032258,2.0809248554913293,36.09958506224066,60.0,35.59322033898305,29.045643153526974,60.0,28.389830508474578
2027,Y12890175,21,2G0064V,5,,,,0,274.0,44,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,4.0,0.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,113.0,3.86520589832514,0.0,0.0,0.0,2021,9,9999999,0,0.0,0.0,0.0,5.093833780160858,10.9375,4.545454545454546,,,,,,
2029,Y12890193,11,2G0064V,1,,,,73,,344,0,284.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,2.0,0.0,0.0,3.1815140517702325,0.26273511039519937,2.0,0.0,0.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,2.0,29.0,3.1815140517702325,0.0,0.0,0.0,,,,,,,2015,8,9999999,0,0.0,0.0,0.0,3.177570093457944,6.122448979591836,2.517162471395881,,,,,,
2030,Y12890204,21,2G0064V,2,,,,80,282.0,341,1,204.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,2.0,0.0,0.0,3.7568546239198524,0.13193619446508134,4.0,0.0,0.0,,,,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,2.0,47.0,3.7568546239198524,0.0,0.0,0.0,2.0,104.0,4.140988529433879,0.0,0.0,0.0,2016,10,9999999,0,0.0,0.0,0.0,0.20833333333333334,2.083333333333333,0.10964912280701754,,,,,,
2031,Y12890211,11,2G0064V,5,,,,0,266.0,43,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,6.0,0.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,61.0,3.5810772979368632,0.0,0.0,0.0,2021,5,9999999,0,0.0,0.0,0.0,0.1199040767386091,0.0,0.12626262626262627,,,,,,
2033,Y12890222,300,2G0064V,2,,,,0,,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,1,1,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1,4.51085950651685,99.0,1.0,4.51085950651685,99.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,8,9999999,0,0.0,0.0,0.0,4.0650406504065035,9.25925925925926,2.207505518763797,,,,,,
2034,Y12890222,22,2G0064V,2,,,,0,,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,1,1,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1,4.51085950651685,99.0,1.0,4.51085950651685,99.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,8,47115,0,0.0,0.0,0.0,5.41795665634675,13.636363636363635,2.3404255319148937,48.369565217391305,42.30769230769231,50.75757575757576,44.02173913043478,36.53846153846153,46.96969696969697
2036,Y12890234,21,2G0064V,3,,,,0,1574.0,467,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,3.0,1.0,0.0,,,,,0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,178.0,4.445523707686868,1.0,0.0,0.0,2021,7,9999999,0,1.0,,0.0,1.3986013986013985,,1.3986013986013985,,,,,,
2037,Y12890234,21,2G0064V,3,,,,0,1574.0,495,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,2,,,,,,3.0,1.0,0.0,,,,,0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,178.0,4.445523707686868,1.0,0.0,0.0,2021,8,47115,0,1.0,,0.0,2.9508196721311477,5.063291139240507,2.6365348399246704,,,,,,
2040,Y12890249,21,2G0064V,5,,,,0,283.0,107,0,54.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,6.0,0.0,0.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,44.0,3.2187360756283563,0.0,0.0,0.0,2021,8,9999999,0,0.0,0.0,0.0,1.7408123791102514,0.0,1.8072289156626504,,,,,,
2041,Y12890251,12,2G0064V,5,,,,0,281.0,489,0,38.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,3.0,0.0,0.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,55.0,2.902604517008296,0.0,0.0,0.0,2022,2,9999999,0,0.0,0.0,0.0,1.0033444816053512,,1.0033444816053512,,,,,,
2043,Y12890275,21,2G0064V,2,,,,108,,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,4.727387818712341,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,8,9999999,0,0.0,0.0,0.0,1.9469026548672566,4.3478260869565215,1.8450184501845017,,,,,,
2044,Y12890288,12,2G0064V,1,,,,0,,348,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,8,9999999,,,,,5.359877488514548,12.025316455696203,3.2323232323232323,48.369565217391305,42.30769230769231,50.75757575757576,44.02173913043478,36.53846153846153,46.96969696969697
2045,Y12890288,21,2G0064V,1,,,,0,,350,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,8,59528,,,,,6.015037593984962,12.32876712328767,4.238921001926782,48.369565217391305,42.30769230769231,50.75757575757576,44.02173913043478,36.53846153846153,46.96969696969697
2046,Y12890302,21,2G0064V,2,,,,99,,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,2,4.7464798250427505,0.21405532931557217,2.0,4.7464798250427505,0.21405532931557217,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,8,9999999,0,0.0,0.0,0.0,3.571428571428571,7.194244604316546,2.4498886414253898,,,,,,
2048,Y12890314,300,2G0064V,2,,,,71,279.0,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,3.0,0.0,0.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,52.0,3.1209632568121557,0.0,0.0,0.0,2015,8,9999999,0,0.0,0.0,0.0,5.095541401273886,12.790697674418606,2.1929824561403506,,,,,,
2049,Y12890314,22,2G0064V,6,,,,0,699.0,10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,4.0,0.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,80.0,3.436229101277587,0.0,0.0,0.0,2021,9,47115,0,0.0,0.0,0.0,4.44743935309973,6.451612903225806,4.264705882352941,,,,,,
2050,Y12890316,11,2G0064V,3,,,,0,269.0,390,0,277.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,0.0,5.159055299214529,99.0,1.0,1.0,0.0,4.926281305675419,0.717629517040297,2.0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.0,174.0,5.159055299214529,1.0,0.0,0.0,,,,,,,2015,10,9999999,0,0.0,0.0,0.0,0.0,0.0,0.0,32.3394495412844,21.649484536082475,35.39823008849557,25.0,16.49484536082474,27.43362831858407
2051,Y12890316,21,2G0064V,5,,,,0,305.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,3.0,2.0,1.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,229.0,5.003872636855122,2.0,1.0,0.0,2016,10,"38696, 58491",0,0.0,0.0,0.0,0.20833333333333334,2.083333333333333,0.10964912280701754,,,,,,
2052,Y12890342,22,2G0064V,5,,,,0,277.0,269,1,190.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,2.0,0.0,0.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,70.0,3.569433499972762,0.0,0.0,0.0,2021,12,9999999,0,0.0,0.0,0.0,2.595797280593325,,2.595797280593325,,,,,,
2053,Y13890044,300,2G0064V,6,,,,0,288.0,381,0,301.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,5.0,0.0,0.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,118.0,3.433929555627805,0.0,0.0,0.0,2021,9,9999999,0,0.0,0.0,0.0,5.757575757575758,0.0,6.229508196721312,,,,,,
2054,Y13890047,21,2G0064V,1,,,,108,,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1,3.044522437723423,99.0,1.0,3.044522437723423,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,8,9999999,0,0.0,0.0,0.0,4.0650406504065035,9.25925925925926,2.207505518763797,,,,,,
2055,Y13890056,12,2G0064V,2,,,,0,618.0,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,0.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,24.0,3.1780538303479458,0.0,0.0,0.0,2017,8,9999999,0,0.0,0.0,0.0,0.3080082135523614,0.5847953216374269,0.24906600249066002,,,,,,
2056,Y13890112,21,2G0064V,5,,,,0,280.0,57,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,3.0,0.0,0.0,,,,,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,72.0,3.9548277796698272,0.0,0.0,0.0,2021,6,9999999,0,0.0,0.0,0.0,0.8333333333333334,,0.8333333333333334,,,,,,
2057,Y13890112,21,2G0064V,5,,,,0,280.0,215,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,2,,,,,,3.0,0.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,72.0,3.9548277796698272,0.0,0.0,0.0,2021,11,49851,0,0.0,0.0,0.0,5.067985166872682,,5.067985166872682,,,,,,
2058,Y13890123,21,2G0064V,3,,,,0,242.0,52,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,2.0,0.0,0.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,1.0,,,,1.0,5.303304908059076,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,132.0,4.768381136371946,0.0,0.0,0.0,2015,4,9999999,0,0.0,0.0,0.0,2.7777777777777777,14.893617021276595,2.1372328458942635,36.09958506224066,60.0,35.59322033898305,29.045643153526974,60.0,28.389830508474578
2059,Y13890142,21,2G0064V,1,,,,107,,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1,5.003946305945459,99.0,1.0,5.003946305945459,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,8,9999999,0,0.0,0.0,0.0,3.484320557491289,6.976744186046512,2.4719101123595504,,,,,,
2060,Y13890147,300,2G0064V,1,,,,103,,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,1,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1,3.2188758248682006,99.0,2.0,2.995732273553991,0.31557263662465207,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,8,9999999,0,0.0,0.0,0.0,3.177570093457944,6.122448979591836,2.517162471395881,,,,,,
2061,Y13890147,21,2G0064V,1,,,,103,,9,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,2,2.995732273553991,0.31557263662465207,2.0,2.995732273553991,0.31557263662465207,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,8,47115,0,0.0,0.0,0.0,3.826955074875208,7.894736842105263,2.4498886414253898,,,,,,
2063,Y13890208,12,2G0064V,6,,,,0,,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,3.0,0.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,77.0,2.507286417400543,0.0,0.0,0.0,2021,10,9999999,0,0.0,0.0,0.0,4.427083333333334,11.666666666666666,3.8135593220338984,,,,,,
2069,Y13890286,22,2G0064V,6,,,,0,274.0,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,2.0,0.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,25.0,2.9634630129852053,0.0,0.0,0.0,2021,9,9999999,0,0.0,0.0,0.0,5.093833780160858,10.9375,4.545454545454546,,,,,,
2070,Y13890308,22,2G0064V,4,,,,0,287.0,380,0,284.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,2.0,1.0,1.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,329.0,5.343203439493562,1.0,1.0,0.0,2017,4,9999999,0,0.0,0.0,0.0,0.6674082313681869,0.0,0.7033997655334115,,,,,,
2071,Y13890309,21,2G0064V,7,,,,0,280.0,148,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,5.0,0.0,0.0,,,,,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,64.0,3.304160993070537,0.0,0.0,0.0,2021,8,9999999,0,1.0,,0.0,1.4414414414414414,0.0,1.593625498007968,,,,,,
2072,Y13890309,11,2G0064V,7,,,,0,280.0,237,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,2,,,,,,5.0,0.0,0.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,64.0,3.304160993070537,0.0,0.0,0.0,2021,11,49851,0,0.0,0.0,0.0,6.056860321384425,0.0,6.064356435643564,,,,,,
2073,Y13890310,300,2G0064V,1,,,,0,,39,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,4.795414747007085,0.1342574894492822,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,9,9999999,0,0.0,0.0,0.0,1.5804597701149428,2.4390243902439024,1.5267175572519083,,,,,,
2074,Y13890315,22,2G0064V,4,,,,0,291.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,10,9999999,0,0.0,0.0,0.0,5.897114178168131,17.647058823529413,5.093833780160858,,,,,,
