CowID,Cow Sold,Herd Sold,Cow Shortloss,Herd Shortloss,Cow Longloss,Herd Longloss,Cow Failure,Herd Failure,Cow Recurred,Herd Recurred,Cow Quality
N15008851,66.0,56,80.0,55,90.0,60,61.0,49,77.0,53,4
N15008851,68.0,56,77.0,55,91.0,60,44.0,49,70.0,53,5
N15008854,20.0,56,26.0,55,37.0,60,54.0,49,38.0,53,2
N15008854,20.0,56,39.0,55,37.0,60,42.0,49,41.0,53,2
N15008854,54.0,56,62.0,55,77.0,60,52.0,49,73.0,53,4
N15012650,22.0,56,33.0,55,40.0,60,35.0,49,37.0,53,2
N15012654,51.0,56,28.0,55,23.0,60,56.0,49,40.0,53,3
N15012654,51.0,56,50.0,55,63.0,60,24.0,49,59.0,53,3
N15012658,60.0,56,36.0,55,45.0,60,19.0,49,25.0,53,3
N15012662,10.0,56,29.0,55,31.0,60,52.0,49,21.0,53,2
N15012665,14.0,56,17.0,55,11.0,60,40.0,49,39.0,53,2
N15012674,15.0,56,30.0,55,23.0,60,54.0,49,32.0,53,2
N15016773,32.0,56,18.0,55,14.0,60,41.0,49,38.0,53,2
N15016774,40.0,56,43.0,55,32.0,60,53.0,49,52.0,53,3
N15016776,28.0,56,35.0,55,33.0,60,45.0,49,27.0,53,2
N15016790,62.0,56,59.0,55,51.0,60,36.0,49,47.0,53,3
N15016790,68.0,56,60.0,55,61.0,60,32.0,49,46.0,53,3
N15016794,13.0,56,25.0,55,30.0,60,37.0,49,32.0,53,2
N15016794,80.0,56,64.0,55,78.0,60,44.0,49,57.0,53,4
N15016795,70.0,56,60.0,55,61.0,60,43.0,49,30.0,53,3
N15020371,62.0,56,65.0,55,61.0,60,33.0,49,37.0,53,3
N15020373,60.0,56,40.0,55,51.0,60,28.0,49,41.0,53,3
N15020378,63.0,56,65.0,55,69.0,60,37.0,49,38.0,53,3
N15020378,75.0,56,57.0,55,71.0,60,33.0,49,54.0,53,4
N15020378,78.0,56,61.0,55,83.0,60,22.0,49,53.0,53,4
N15029731,16.0,56,45.0,55,41.0,60,54.0,49,48.0,53,2
N15029731,17.0,56,54.0,55,49.0,60,49.0,49,56.0,53,3
N15029746,43.0,56,30.0,55,30.0,60,53.0,49,45.0,53,2
N15029746,18.0,56,41.0,55,36.0,60,37.0,49,51.0,53,3
N15029747,50.0,56,47.0,55,46.0,60,62.0,49,62.0,53,3
N15031843,10.0,56,20.0,55,15.0,60,50.0,49,23.0,53,1
N15031844,60.0,56,49.0,55,56.0,60,37.0,49,46.0,53,3
N15031844,23.0,56,45.0,55,49.0,60,32.0,49,52.0,53,3
N15036329,61.0,56,58.0,55,56.0,60,40.0,49,44.0,53,3
N15036329,68.0,56,54.0,55,64.0,60,36.0,49,55.0,53,3
N15036329,73.0,56,68.0,55,69.0,60,27.0,49,57.0,53,4
N15036330,62.0,56,57.0,55,56.0,60,30.0,49,38.0,53,3
N15036330,68.0,56,54.0,55,66.0,60,33.0,49,48.0,53,3
N15036330,74.0,56,71.0,55,73.0,60,36.0,49,36.0,53,4
N15036330,77.0,56,70.0,55,77.0,60,28.0,49,52.0,53,4
N15036330,76.0,56,66.0,55,79.0,60,24.0,49,55.0,53,4
N15036330,71.0,56,61.0,55,80.0,60,42.0,49,66.0,53,4
N15036330,63.0,56,63.0,55,68.0,60,31.0,49,72.0,53,4
N15036330,74.0,56,67.0,55,81.0,60,27.0,49,71.0,53,4
N15036330,80.0,56,71.0,55,84.0,60,29.0,49,73.0,53,4
N15036330,80.0,56,71.0,55,84.0,60,32.0,49,70.0,53,4
N15039225,24.0,56,21.0,55,30.0,60,35.0,49,31.0,53,2
N15039225,21.0,56,36.0,55,35.0,60,28.0,49,39.0,53,2
N15039225,53.0,56,59.0,55,64.0,60,56.0,49,70.0,53,3
N15041800,33.0,56,29.0,55,25.0,60,26.0,49,41.0,53,2
N15041800,30.0,56,20.0,55,44.0,60,20.0,49,4.0,53,2
N15041801,27.0,56,30.0,55,24.0,60,30.0,49,40.0,53,2
N16002911,16.0,56,27.0,55,27.0,60,27.0,49,29.0,53,1
N16002914,50.0,56,40.0,55,58.0,60,33.0,49,46.0,53,3
N16002917,70.0,56,55.0,55,79.0,60,23.0,49,47.0,53,4
N16002918,43.0,56,38.0,55,28.0,60,38.0,49,38.0,53,2
N16002918,56.0,56,56.0,55,43.0,60,52.0,49,49.0,53,3
N16002918,56.0,56,56.0,55,43.0,60,52.0,49,49.0,53,3
N16002918,56.0,56,56.0,55,43.0,60,51.0,49,51.0,53,3
N16002927,12.0,56,19.0,55,12.0,60,41.0,49,28.0,53,1
N16002927,48.0,56,49.0,55,56.0,60,26.0,49,53.0,53,3
N16010888,39.0,56,38.0,55,31.0,60,52.0,49,50.0,53,3
N16010894,20.0,56,30.0,55,40.0,60,24.0,49,28.0,53,2
N16010896,46.0,56,39.0,55,47.0,60,27.0,49,37.0,53,2
N16014393,30.0,56,29.0,55,18.0,60,52.0,49,41.0,53,2
N16014400,32.0,56,33.0,55,19.0,60,48.0,49,38.0,53,2
N16014406,64.0,56,44.0,55,65.0,60,20.0,49,28.0,53,3
N16019331,22.0,56,23.0,55,14.0,60,46.0,49,39.0,53,2
N16019331,50.0,56,45.0,55,54.0,60,25.0,49,49.0,53,3
N16025645,62.0,56,51.0,55,75.0,60,30.0,49,40.0,53,4
N16025647,47.0,56,50.0,55,51.0,60,33.0,49,55.0,53,3
N16025649,72.0,56,56.0,55,75.0,60,35.0,49,49.0,53,4
N16025654,32.0,56,34.0,55,19.0,60,50.0,49,40.0,53,2
N16029012,14.0,56,24.0,55,38.0,60,28.0,49,18.0,53,2
N16032059,68.0,56,43.0,55,55.0,60,34.0,49,52.0,53,3
N16032078,40.0,56,22.0,55,16.0,60,44.0,49,33.0,53,2
N16035046,67.0,56,67.0,55,73.0,60,35.0,49,52.0,53,4
N16035049,42.0,56,38.0,55,38.0,60,30.0,49,47.0,53,2
N16035053,27.0,56,22.0,55,14.0,60,23.0,49,38.0,53,2
N16035055,29.0,56,28.0,55,21.0,60,23.0,49,37.0,53,2
N17003074,23.0,56,35.0,55,67.0,60,35.0,49,38.0,53,3
N17020230,16.0,56,32.0,55,25.0,60,42.0,49,40.0,53,2
N17020304,68.0,56,42.0,55,47.0,60,28.0,49,40.0,53,3
N17030154,54.0,56,24.0,55,56.0,60,40.0,49,39.0,53,3
N17032449,46.0,56,24.0,55,22.0,60,32.0,49,26.0,53,2
N17032460,58.0,56,42.0,55,55.0,60,30.0,49,40.0,53,3
N17032461,18.0,56,27.0,55,25.0,60,20.0,49,17.0,53,1
N17032461,47.0,56,42.0,55,55.0,60,23.0,49,45.0,53,3
N17032462,57.0,56,34.0,55,40.0,60,30.0,49,34.0,53,3
N17032471,47.0,56,34.0,55,32.0,60,24.0,49,32.0,53,2
N17032474,13.0,56,27.0,55,30.0,60,37.0,49,25.0,53,2
N17032494,54.0,56,43.0,55,58.0,60,31.0,49,49.0,53,3
N17032534,56.0,56,18.0,55,13.0,60,29.0,49,16.0,53,3
N17032573,46.0,56,38.0,55,36.0,60,32.0,49,49.0,53,2
N17032590,61.0,56,42.0,55,45.0,60,33.0,49,34.0,53,3
N17032615,16.0,56,18.0,55,25.0,60,15.0,49,4.0,53,1
N17032642,27.0,56,11.0,55,10.0,60,22.0,49,19.0,53,1
N18004493,59.0,56,40.0,55,60.0,60,44.0,49,32.0,53,3
N18004493,8.0,56,35.0,55,56.0,60,34.0,49,27.0,53,3
N18004494,21.0,56,31.0,55,30.0,60,59.0,49,52.0,53,3
N18019414,48.0,56,44.0,55,40.0,60,48.0,49,59.0,53,3
N18024665,61.0,56,43.0,55,43.0,60,22.0,49,18.0,53,3
N18038986,38.0,56,25.0,55,14.0,60,41.0,49,41.0,53,2
